,PLAYER,TEAM,AGE,games played,W,L,avg minutes per game,PTS,FGM (field goals made AKA num baskets made),FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year
48,Tan White,CON,31,22,6,16,25,9.2,3.8,11.6,32.9,0.7,3.5,19.7,0.9,1.2,74.1,0.8,2,2.8,2,2.4,1.5,0.3,2.7,18.3,0,0,-2.4,2013
49,Monica Wright,MIN,25,33,25,8,22.5,9,3.3,7.8,42.8,0.3,1.2,25.6,2.1,2.6,79.1,0.6,2.3,2.9,2.3,1.8,1,0.2,2.7,17,0,0,3.2,2013
50,Matee Ajavon,WAS,28,34,17,17,22.7,8.9,2.8,7.7,36.4,0.6,1.8,30.6,2.8,3.5,79,0.7,1,1.7,2.9,2.2,0.9,0.1,2.2,16.2,0,0,-1.3,2013
51,Courtney Vandersloot,CHI,25,33,24,9,29.8,8.8,3.2,8.1,39.6,0.5,1.7,30.4,1.8,2.2,83.3,0.3,2.9,3.2,5.6,2.5,1.4,0.8,2.6,22.5,0,0,7.5,2013
52,Kara Braxton,NYL,31,34,11,23,21.8,8.7,3.8,7.9,48.1,0,0,0,1.1,1.6,66.1,2.5,4.1,6.6,1.2,2.3,0.6,0.4,2.9,18.7,2,0,-2.6,2013
53,Kelsey Griffin,CON,26,34,10,24,25.4,8.7,3.2,7.2,44.3,0.4,1.1,30.8,1.9,2.6,73.3,1.8,3.2,5,0.9,1,1.2,0.7,2.7,18.8,1,0,-3.5,2013
54,Karima Christmas-Kelly,IND,24,34,16,18,26.9,8.6,3,8,37.3,0.9,2.9,30,1.8,2.2,81.1,1.9,2.3,4.1,1.1,1.2,1.9,0.3,2.4,19.1,1,0,1.1,2013
55,Skylar Diggins-Smith,TUL,23,32,10,22,26.4,8.5,2.8,8.5,32.8,0.6,2.4,24.4,2.3,2.8,83.3,0.5,1.4,1.9,3.8,2.9,1.3,0.3,2,17.9,0,0,-3.3,2013
56,Jasmine Thomas,ATL,24,34,17,17,27.5,8.5,3.5,9.8,35.9,0.5,2.2,21.6,0.9,1.4,69.6,0.7,2.3,3,3.1,2.1,0.9,0.3,1.9,17.3,0,0,0.4,2013
57,Penny Taylor,PHO,33,10,6,4,16.1,8.4,2.5,5.3,47.2,0.8,1.9,42.1,2.6,2.7,96.3,0.6,1.5,2.1,1.7,0.6,0.8,0.1,0.7,14.8,0,0,0.8,2013
58,Alex Bentley,ATL,23,34,17,17,22.1,8.3,3.3,8.4,39.8,0.8,2.5,32.9,0.8,1.1,71.1,0.3,1.1,1.4,2.8,1.1,1,0.1,2.3,15.5,1,0,0.3,2013
59,DeLisha Milton-Jones,NYL,39,26,5,21,23.9,8.2,3.2,7.9,39.8,0.2,0.9,20.8,1.7,2.3,70.5,1.4,2.8,4.2,1.9,1.6,0.7,0.4,2.6,16.7,0,0,-6.4,2013
60,Erlana Larkins,IND,28,34,16,18,30.1,7.9,3,5.6,54.5,0,0,0,1.9,2.6,70.8,3.1,4.7,7.8,1.9,1.4,1.4,0.3,2.9,21.1,4,0,0.1,2013
61,Shameka Christon,SAN,32,33,12,21,22.4,7.5,2.5,8.1,30.7,1.5,4.7,32.1,1,1.2,86.8,0.3,1.4,1.7,0.7,0.7,0.5,0.3,1.7,13,0,0,-3.1,2013
62,Jantel Lavender,LAS,25,34,24,10,16.8,7.2,3.1,6.2,50.7,0,0,0,0.9,1.1,86.5,1.4,3.1,4.5,0.5,1.1,0.6,0.6,1.5,14.7,1,0,1,2013
63,Mistie Bass,CON,30,33,10,23,18,7,2.8,5.2,55,0,0,0,1.3,2.1,60.9,1.5,2.9,4.4,1,1.5,0.7,0.9,1.8,15.4,1,0,-2,2013
64,Armintie Herrington,ATL,29,28,15,13,29.9,7,2.8,6,46.7,0,0,0,1.4,2.4,59.1,1.5,1.9,3.4,2.4,1.9,2.3,0.1,2,17.6,0,0,2.2,2013
65,Kelsey Bone,NYL,22,34,11,23,19.5,6.9,2.9,6.3,46,0,0,0,1.1,1.7,63.2,2.1,3.3,5.4,0.7,1.5,0.4,0.4,2.6,14.5,2,0,-5.2,2013
66,Kia Vaughn,WAS,27,34,17,17,20,6.9,2.9,6.9,42.5,0,0,0,1,1.4,76.1,1.5,3.7,5.2,0.6,1.5,0.7,1.1,2.3,16.3,3,0,-0.2,2013
67,Tayler Hill,WAS,23,34,17,17,17.4,6.5,1.9,5.6,32.8,1,3.1,33.3,1.7,2.1,84.3,0.2,1.5,1.7,1.5,1.1,0.7,0.1,0.9,12.2,0,0,0.6,2013
68,Nicole Powell,TUL,32,32,11,21,22.4,6.4,2.3,5.6,40.6,1.2,3.3,36.2,0.7,0.8,81.5,1,2.8,3.7,1.3,0.9,0.8,0.2,1.7,14.5,0,0,0.8,2013
69,Janel McCarville,MIN,31,32,26,6,21.9,6.3,2.5,5.1,48.8,0.2,0.4,42.9,1.2,1.4,80.4,1.2,3.1,4.3,2.9,1.3,1,0.7,1.8,16.9,0,0,10.2,2013
70,Alana Beard,LAS,32,32,24,8,22,6.2,2.7,5.8,45.9,0,0.3,12.5,0.9,1.1,82.4,0.4,1.8,2.3,1.4,1.3,1.3,0.3,2.3,13,0,0,5.5,2013
71,Katie Smith,NYL,40,34,11,23,26.6,6.1,2.2,6,37.4,0.8,2.6,31.5,0.8,1,84.8,0.3,1.6,1.9,1.8,1.3,0.7,0.2,1.6,12.4,0,0,-3.7,2013
72,Alex Montgomery,NYL,25,34,11,23,23,6.1,2.5,6.6,38.4,0.4,1.3,30.2,0.6,0.8,84.6,1.1,4.1,5.2,1.7,1.7,0.6,0.2,2.2,15.1,1,0,-2.6,2013
73,Iziane Castro Marques,CON,32,28,9,19,15.7,6,2.1,5.9,35.2,0.5,1.6,32.6,1.3,1.8,72.5,0.5,1.2,1.7,1,1.3,0.5,0.1,1.3,10.5,0,0,-2.3,2013
74,Erin Phillips,IND,29,18,9,9,21.3,5.9,2,5.4,36.7,1.3,2.7,47.9,0.7,0.9,75,0.2,0.8,1.1,1.6,0.8,0.8,0.1,1.2,11.7,0,0,-1.7,2013
75,Charde Houston,PHO,28,34,19,15,17.2,5.9,2.3,5.7,40,0.3,1.5,18,1,1.3,77.8,0.6,1.7,2.3,1.3,1.6,0.5,0.4,3,11.4,0,0,-2.1,2013
76,Jayne Appel Marinelli,SAN,26,29,11,18,26.5,5.9,2.4,4.2,57.9,0,0.1,33.3,1,1.7,59.2,2.6,6.3,8.9,2,1.5,0.9,1.3,2.9,21.1,2,0,-3.8,2013
77,Tamera Young,CHI,27,33,23,10,18.1,5.6,2.5,5.8,42.6,0,0,0,0.7,1.2,60.5,1.3,2.5,3.8,0.6,0.7,0.5,0.2,1.8,11.4,0,0,-2.2,2013
78,Noelle Quinn,SEA,29,34,17,17,25.6,5.4,2.1,5.8,35.4,0.4,1.6,23.2,0.9,1.1,84.2,0.6,4.2,4.9,1.6,1.2,0.8,0.2,1.1,14.4,0,0,-1.3,2013
79,Jessica Breland,IND,26,30,14,16,14.6,5.3,2.3,5.2,43.9,0,0,0,0.7,0.9,74.1,1.7,2.4,4,0.6,1.1,0.6,1,1.3,13.1,1,0,-1.9,2013
80,Kalana Greene,CON,26,34,10,24,26.1,5.1,2.1,5.1,40.7,0.1,0.8,15.4,0.9,1.2,73.2,1.1,2.6,3.7,1.5,1.1,1.1,0.4,1.6,13.4,0,0,-4.6,2013
80,Michelle Snow,WAS,34,34,17,17,16.8,5.1,2.1,4.5,47.4,0,0,0,0.8,1,82.4,1.5,3.3,4.8,0.6,1,0.5,0.7,2.3,12.9,0,0,-0.4,2013
82,Leilani Mitchell,NYL,29,34,11,23,18.6,5,1.6,3.9,40.6,0.9,2.5,37.6,0.9,1,85.7,0.5,1.6,2.1,1.9,1,0.8,0.1,1.1,11.7,0,0,-1.8,2013
83,Roneeka Hodges,TUL,31,33,11,22,17.2,5,1.8,4.5,38.7,1.2,3.5,36,0.2,0.2,87.5,0.1,1.2,1.2,1,0.5,0.5,0.1,0.9,9.6,0,0,-2.6,2013
84,Marissa Coleman,LAS,27,34,24,10,17.5,4.6,1.7,4,43,0.6,1.5,40,0.6,1,63.6,0.9,2,2.9,1,0.9,0.7,0.1,1.3,10.9,0,0,1.6,2013
85,Davellyn Whyte,SAN,23,29,11,18,14.9,4.5,1.4,4.5,32.3,0.6,2.1,30,1,1.3,75.7,0.6,1.3,1.9,1.8,1.4,0.7,0.2,1.2,10.7,0,0,-4.2,2013
86,Tierra Ruffin-Pratt,WAS,23,34,17,17,14.8,4.4,1.5,4.2,35.9,0,0.2,14.3,1.4,1.8,78.3,1,1.8,2.8,0.8,0.6,0.6,0.2,1.7,9.8,0,0,0.8,2013
87,Angel Goodrich,TUL,24,31,10,21,21.9,4.4,1.9,4.4,42.3,0.3,1,25,0.4,0.7,54.5,0.5,1.4,1.8,2.9,1.7,1.2,0.1,1.1,12,0,0,2.1,2013
88,Emma Meesseman,WAS,21,34,17,17,14.7,4.4,1.9,4.4,44.6,0,0.1,0,0.5,0.6,81,1.2,1.9,3.1,1.2,0.9,0.6,0.7,1.6,11.3,0,0,2,2013
89,Tiffany Jackson,TUL,29,19,7,12,20.7,4.4,1.7,4.4,39.3,0,0,0,0.9,1.4,65.4,1.9,2.6,4.5,0.7,1.4,1.3,0.2,2.2,12.6,0,0,-4.6,2013
90,Briana Butler,PHO,23,34,19,15,22.4,4.4,1.8,4.5,39.5,0.4,1.5,25.5,0.4,0.7,62.5,0.8,2.4,3.2,1.5,0.7,0.7,0.4,1.8,11.6,0,0,0.2,2013
91,Layshia Clarendon,IND,23,30,14,16,19.4,4.2,1.8,5.5,33.1,0.2,0.9,25.9,0.3,0.7,40.9,0.6,1.2,1.8,1.8,1.3,0.5,0,2.2,9.2,0,0,-2.5,2013
92,Devereaux Peters,MIN,24,34,26,8,18.6,4.1,1.7,4.4,39.6,0,0,0,0.7,0.8,85.2,1.5,3.1,4.6,1.1,0.9,0.7,1,1.6,13.2,0,0,2.2,2013
92,Le'coe Willingham,ATL,33,34,17,17,22.2,4.1,1.6,3.9,42.4,0.4,1.4,30.4,0.4,0.6,71.4,1.3,2.9,4.2,0.8,1.2,0.8,0.3,2.4,11.8,0,0,-3.2,2013
94,Sydney Carter,CON,23,15,5,10,17.3,4.1,1.4,4,35,0.3,1.3,21.1,1.1,1.3,80,0.3,1.1,1.5,1.8,1.7,0.5,0.3,1.1,9.1,0,0,-1.8,2013
95,Toni Young,NYL,23,31,11,20,11.1,4.1,1.9,3.9,47.5,0,0,0,0.4,0.6,66.7,0.8,1.1,1.9,0.5,0.8,0.3,0.3,1.8,7.7,0,0,-3.1,2013
96,Alysha Clark,SEA,26,33,16,17,15.3,4,1.5,3.2,45.3,0.5,1.2,39,0.6,0.8,76,1,1.5,2.5,0.4,1.1,0.4,0.2,1.5,8.5,0,0,-0.1,2013
97,Aneika Morello,ATL,28,34,17,17,12.8,3.9,1.6,3.5,45,0,0,0,0.8,1,76.5,1.3,2.6,3.9,0.5,0.8,0.3,0.5,1.2,9.9,0,0,0,2013
98,Jennifer Lacy,TUL,31,32,10,22,14.1,3.9,1.4,4.3,32.4,0.6,2.2,25.4,0.6,0.7,81.8,0.4,1,1.3,0.7,0.7,0.2,0.2,1.9,7.3,0,0,0,2013
99,Courtney Paris,TUL,26,23,9,14,12,3.8,1.8,3.9,46.1,0,0,0,0.3,0.4,66.7,1.8,2.3,4.1,0.5,0.5,0.3,0.7,1.6,10.4,1,0,-0.1,2013
100,Allie Quigley,CHI,28,34,24,10,9.4,3.8,1.4,4.5,31.6,0.5,1.6,31.5,0.5,0.5,88.9,0.2,0.5,0.7,0.6,0.6,0.4,0.1,0.7,6.6,0,0,-0.8,2013
101,Carolyn Swords,CHI,24,16,12,4,11.3,3.7,1.6,2.6,61.9,0,0,0,0.4,0.6,77.8,1,1.6,2.6,0.6,0.9,0.5,0.8,2.1,9.4,0,0,0.3,2013
102,Tianna Hawkins,SEA,23,33,16,17,9.7,3.4,1.5,2.8,52.7,0.2,0.6,23.8,0.3,0.4,84.6,0.5,1.1,1.6,0.2,0.7,0.3,0.1,1.8,6.1,0,0,-0.6,2013
103,Jeanette Pohlen-Mavunga,IND,25,13,6,7,14.7,3.2,1,2.9,34.2,0.7,1.8,37.5,0.5,0.5,100,0.5,1.5,1.9,0.3,0.8,0.5,0.1,0.8,7.2,0,0,-1.6,2013
104,Shay Murphy,CHI,29,34,24,10,11.1,3.1,1.1,3.8,29.2,0.3,1.7,17.2,0.6,0.7,79.2,0.9,1,1.9,0.3,0.4,0.6,0,0.9,6.8,0,0,-1.2,2013
105,Jasmine James,PHO,22,16,9,7,11.8,3.1,1.1,3.4,33.3,0,0.5,0,0.8,1.1,72.2,0.3,1.1,1.4,1.8,1.2,0.9,0.1,1.1,8.1,0,0,-0.4,2013
106,Ebony Hoffman,LAS,31,33,23,10,12.5,3.1,1.4,3.3,42.6,0,0.4,7.1,0.2,0.3,88.9,0.4,1.5,1.9,1,0.7,0.5,0.3,2.2,7.7,0,0,0,2013
107,Alexis Hornbuckle,PHO,28,30,16,14,12.4,3,1,3.1,32.6,0.3,1.2,27.8,0.7,1,70,0.3,1.4,1.7,1.3,1.3,0.4,0.1,2,7.3,0,0,-2.6,2013
108,Kayla Pedersen,CON,25,34,9,25,12.7,3,1.1,3,38.6,0,0,0,0.7,1,67.6,0.9,2,2.9,0.9,0.8,0.6,0.4,1.5,8.9,0,0,-0.6,2013
109,Jenna O'Hea,LAS,27,29,21,8,13.7,3,1,2.2,43.8,0.7,1.4,50,0.3,0.5,66.7,0.4,1.3,1.7,1.1,0.6,0.3,0.2,1.3,7.6,0,0,2.3,2013
110,Nadirah McKenith,WAS,22,32,16,16,8.8,2.8,0.9,2.4,37.2,0.2,0.7,31.8,0.8,1.1,73.5,0.1,1,1.1,1,0.7,0.6,0.1,0.7,6.5,0,0,1.4,2013
111,Kayla Alexander,SAN,23,33,12,21,11.2,2.8,1.1,2.5,41.7,0,0,0,0.7,0.9,73.3,1.3,1.7,3,0.3,1.1,0.1,0.4,1.4,7.2,0,0,-2.5,2013
112,Lynetta Kizer,PHO,24,27,17,10,9.9,2.6,1.1,2.6,44.9,0,0,0,0.3,0.5,64.3,0.8,1.3,2.1,0.2,0.8,0.4,0.2,2,6.1,0,0,0.7,2013
113,Kamiko Williams,NYL,23,34,11,23,13.3,2.6,1.1,3.6,32.2,0.2,0.7,26.1,0.1,0.2,57.1,0.5,1.7,2.1,0.9,0.9,0.7,0.2,1.1,7.7,0,0,-4.2,2013
114,Amber Harris,MIN,26,30,22,8,8.8,2.4,0.9,2.4,37.5,0.1,0.5,14.3,0.5,0.7,71.4,0.4,1.1,1.5,0.7,0.5,0.1,0.2,0.9,5.2,0,0,-2.3,2013
115,Natasha Lacy,CON,28,3,0,3,16.5,2.3,0.7,6,11.1,0,0.3,0,1,1,100,1,4,5,2,1.3,1.3,0,0.3,12,0,0,6.3,2013
116,Krystal Thomas,PHO,25,34,19,15,14,2.3,1,1.9,51.6,0,0,0,0.4,0.9,41.9,1.1,3,4.1,0.2,0.9,0.2,0.5,2.6,8.1,0,0,-1.9,2013
117,A'dia Mathies,LAS,23,30,22,8,9.2,2.3,0.8,2.3,35.3,0.1,0.5,25,0.5,0.8,64,0.2,0.4,0.7,0.8,0.6,0.3,0.1,1.2,4.6,0,0,1.6,2013
118,Farhiya Abdi,LAS,22,17,12,5,7.2,2.2,0.9,2.3,38.5,0,0,0,0.5,0.7,66.7,0.2,0.5,0.7,0.5,0.2,0.1,0.1,0.9,3.8,0,0,-0.1,2013
119,Courtney Clements,ATL,24,26,13,13,9.4,2.2,0.8,3.8,20.2,0.3,1.5,23.1,0.3,0.5,75,0.4,0.5,0.9,0.3,0.3,0.2,0.1,1,4.3,0,0,-3.4,2013
120,Cathrine Kraayeveld,SAN,32,22,8,14,13,2.1,0.7,2.5,29.1,0.5,1.8,27.5,0.1,0.2,75,0.4,1.5,1.9,0.5,0.5,0.4,0.2,0.9,6.2,0,0,-1,2013
121,Kelly Faris,CON,23,24,7,17,14.1,2.1,0.8,2,36.7,0.3,1,28,0.3,0.4,77.8,0.5,1.7,2.2,0.7,0.6,0.3,0.2,1.3,6.3,0,0,-2.5,2013
122,Becky Hammon,SAN,37,1,0,1,12.5,2,1,3,33.3,0,1,0,0,0,0,0,1,1,1,3,0,0,0,4,0,0,6,2013
122,Chante Black,SAN,28,1,0,1,10.3,2,1,2,50,0,0,0,0,0,0,1,1,2,0,2,0,1,1,6,0,0,-11,2013
122,Julie Wojta,SAN,25,3,1,2,8.5,2,0.7,0.7,100,0,0,0,0.7,1,66.7,0.7,1.3,2,0.3,1,1,0,0.3,6.3,0,0,-9.3,2013
125,Avery Warley-Talbert,CHI,27,22,11,11,9.8,1.9,0.8,1.9,41.5,0,0,0,0.4,0.5,80,1.1,2,3.1,0.1,0.5,0.4,0.3,1.5,6.5,0,0,-1.8,2013
126,Ashley Walker,CON,27,7,2,5,7.8,1.9,0.7,2.4,29.4,0.3,1.1,25,0.1,0.1,100,1.3,1,2.3,0.3,0.9,0.3,0.4,0.6,6.1,0,0,1.1,2013
126,Sugar Rodgers,MIN,24,28,22,6,7.6,1.9,0.7,2.1,31.7,0.4,1.1,31.3,0.1,0.3,57.1,0.4,1,1.4,0.5,0.4,0.5,0.3,1.1,5.9,0,0,-0.6,2013
128,Sasha Goodlett,IND,23,25,12,13,7.5,1.8,0.8,2.1,35.8,0,0,0,0.2,0.3,85.7,0.6,1,1.6,0.2,0.4,0.1,0.1,0.7,3.8,0,0,0,2013
129,Michelle Campbell,CHI,30,31,22,9,7.7,1.7,0.5,1.6,31.4,0,0,0,0.7,1,73.3,0.7,0.9,1.5,0.2,0.5,0.2,0.2,1.3,4.2,0,0,-2.4,2013
130,Quanitra Hollingsworth,WAS,25,7,3,4,6,1.7,0.7,1.3,55.6,0,0,0,0.3,0.6,50,0.3,1.1,1.4,0.3,0.1,0.3,0.3,1.1,4.6,0,0,-0.6,2013
131,Nakia Sanford,SEA,38,15,6,9,10.2,1.7,0.5,1.8,29.6,0,0,0,0.6,1.1,56.3,0.8,1.2,2,0.5,0.8,0.1,0.3,1.9,4.9,0,0,-3,2013
131,Rachel Jarry,MIN,22,27,23,4,6.8,1.7,0.6,1.3,44.4,0.2,0.4,60,0.3,0.3,77.8,0.3,0.4,0.7,0.4,0.5,0.2,0.1,1,3.7,0,0,-0.9,2013
133,Samantha Prahalis,NYL,24,11,4,7,9.9,1.6,0.7,2.3,32,0,0.5,0,0.2,0.2,100,0.1,0.8,0.9,1.5,1.2,0.4,0.1,1.6,5,0,0,-1.4,2013
134,Jasmine Hassell,IND,23,22,13,9,7.4,1.5,0.6,2.1,27.7,0,0,0,0.4,0.8,47.1,0.5,0.4,0.9,0.4,0.3,0.2,0,1,3.2,0,0,-0.4,2013
135,Ashley Robinson,SEA,31,21,12,9,9.5,1.5,0.6,1.4,44.8,0,0,0,0.3,0.5,60,0.5,0.9,1.4,0.3,1.1,0,0.4,1.5,4.1,0,0,-3,2013
136,Chelsea Hopkins,SAN,23,4,1,3,14.6,1.5,0.3,4.3,5.9,0.3,1,25,0.8,1,75,0.5,1.5,2,2.5,1.3,0.8,0,0.8,7.8,0,0,-5,2013
137,Erin Thorn,IND,33,6,2,4,11.2,1.2,0.3,2,16.7,0.2,1,16.7,0.3,0.3,100,0,0.5,0.5,0.7,0.8,0.3,0.2,0.3,3.5,0,0,-2.8,2013
138,Chelsea Poppens,SAN,23,8,3,5,7.9,1.1,0.5,1.1,44.4,0,0,0,0.1,0.5,25,1.1,1,2.1,0.1,0.3,0.1,0,1.4,3.6,0,0,-2.9,2013
138,Ruth Riley,ATL,34,16,5,11,7.6,1.1,0.4,1.2,31.6,0.1,0.3,40,0.3,0.4,66.7,0.2,0.6,0.8,0.2,0.5,0.2,0.3,1.6,3.1,0,0,0.4,2013
140,Chucky Jeffery,NYL,23,2,1,1,2.9,1,0,1,0,0,0.5,0,1,1,100,0,0.5,0.5,0,0,1,0,0,3.5,0,0,-6,2013
141,Lindsey Moore,MIN,23,23,19,4,5.7,1,0.3,1.3,25.8,0.1,0.5,25,0.1,0.2,75,0,0.6,0.6,1,0.5,0.1,0,0.2,3,0,0,0.3,2013
142,Sharnee Zoll-Norman,CHI,27,19,13,6,9.7,0.9,0.3,1.5,21.4,0,0.3,0,0.3,0.4,62.5,0,0.7,0.7,1.7,0.8,0.2,0,0.8,3.7,0,0,-2.5,2013
143,Anne Marie Armstrong,ATL,23,9,8,1,2.8,0.7,0.2,0.4,50,0.2,0.4,50,0,0,0,0.1,0.3,0.4,0,0.1,0.1,0,0.2,1.6,0,0,-1.1,2013
144,Cierra Bravard,SEA,24,6,2,4,4.5,0.5,0.2,0.5,33.3,0.2,0.3,50,0,0,0,0.5,0.3,0.8,0,0.5,0.2,0.2,2,2.2,0,0,-0.7,2013
145,Jessica Moore,WAS,31,2,1,1,3.8,0,0,0.5,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0,1,1,0,0,4,2013
145,Joslyn Tinkle,SEA,23,6,3,3,1.9,0,0,0.5,0,0,0.3,0,0,0,0,0.2,0.3,0.5,0,0,0,0,0.2,0.5,0,0,0.3,2013
1,Angel McCoughtry,ATL,26,24,14,10,29.9,21.4,7.4,16.5,44.7,1.2,3.5,33.7,5.5,6.9,80,2.1,2.9,5,2.9,4,2.5,1.1,2.3,37.7,1,0,5,2012
2,DeWanna Bonner,PHO,25,32,7,25,35,20.6,6.6,18.2,36.4,1.6,5.8,28.3,5.8,6.8,85.2,1.7,5.5,7.2,2.2,2.3,1.7,0.9,1.4,36.8,5,0,-10.4,2012
3,Cappie Pondexter,NYL,30,34,15,19,34.2,20.4,7.3,16.9,43.5,1.6,4.8,32.7,4.2,4.9,87.3,0.6,3.9,4.5,4.3,3.1,1.3,0.2,2.1,33.8,3,0,-3.4,2012
4,Epiphanny Prince,CHI,25,26,13,13,30,18.1,6,13.7,44.2,2.3,5.6,40.7,3.8,4.2,89.9,0.9,2.6,3.5,3.1,2,1.8,0.3,2.2,31.1,0,0,4.6,2012
5,Tina Charles,CON,24,33,24,9,33.2,18,7.6,15.2,49.9,0,0.2,20,2.8,3.5,80.2,3.7,6.7,10.5,1.7,2.2,0.5,1.4,1.9,34.1,18,0,4.2,2012
6,Kristi Toliver,LAS,26,34,24,10,31.5,17.5,5.8,11.8,49.1,1.9,4.4,42.4,4,4.5,90.1,0.9,2.3,3.2,4.9,3.6,1.3,0.1,3,30.3,0,0,4.4,2012
7,Candace Parker,LAS,27,33,23,10,30.7,17.4,6.9,14.4,48.1,0.6,1.8,32.2,3,4.2,71,2.5,7.2,9.7,3.3,3,1.5,2.3,1.8,38.7,18,0,3.4,2012
8,Tamika Catchings,IND,33,34,22,12,30.5,17.4,5.9,13.6,43.2,1.5,3.9,37.9,4.1,4.8,86.4,1.8,5.8,7.6,3.1,1.7,2.1,0.9,2.5,35.4,10,0,5.2,2012
9,Seimone Augustus,MIN,29,29,23,6,28.5,16.6,6.6,13.5,49.1,1.6,3.6,43.7,1.8,2.1,85.2,0.6,3.1,3.6,2.5,1.7,0.9,0.2,1.1,26.5,0,0,7.6,2012
10,Katie Douglas,IND,34,32,20,12,30.9,16.5,5.8,13.9,41.3,2.5,5.9,42.3,2.5,3,84.4,1,2.8,3.8,2.2,1.7,1.5,0.3,1.7,28.7,0,0,2.6,2012
11,Maya Moore,MIN,24,34,27,7,29.7,16.4,5.9,12.6,46.5,2.1,5.5,38.8,2.6,2.9,87.9,2.1,3.9,6,3.6,1.8,1.5,0.6,2.5,32.5,6,0,10.3,2012
12,Sophia Young-Malcolm,SAN,29,33,20,13,31.8,16.3,6.4,12.3,52.1,0,0.1,0,3.4,4.8,70.6,2.1,5.2,7.2,2.1,1.7,2.2,0.4,2.3,30.8,6,0,5.9,2012
13,Sylvia Fowles,CHI,27,25,10,15,31.1,16.2,6.3,9.8,63.8,0,0,0,3.7,5.3,69.2,3.8,6.6,10.4,0.8,2.1,1.3,1.2,2.2,32.5,15,0,0.4,2012
14,Kara Lawson,CON,32,34,25,9,31.4,15.1,5,10.1,49.3,2.2,5.1,43,2.9,3.1,93.5,0.5,3.4,3.9,4,1.8,0.8,0.1,1.2,27,1,0,5.2,2012
15,Crystal Langhorne,WAS,26,31,5,26,32.2,14.7,6.1,10.9,56.2,0,0.3,12.5,2.4,3.8,64.1,2.4,3.8,6.3,1.4,2.4,1.5,0.1,2.1,25.6,4,0,-5.9,2012
16,Becky Hammon,SAN,36,33,20,13,30.2,14.7,4.8,11,44.1,2.4,5.6,43.5,2.6,2.9,87.6,0.3,2.2,2.5,5.3,3.2,0.9,0.2,1.1,27.2,1,0,4.6,2012
17,Ivory Latta,TUL,28,34,9,25,28.3,14.3,5.1,12,43,2,5.2,39,2,2.4,84,0.4,1.8,2.2,3.3,2.1,0.9,0.1,2.2,23.8,1,0,-4.7,2012
18,Diana Taurasi,PHO,31,8,4,4,20.7,14,4.3,9.8,43.6,2.1,5.4,39.5,3.4,3.8,90,0.1,1.5,1.6,2.3,1.8,0.5,0.5,2,22,0,0,-3,2012
18,Nneka Ogwumike,LAS,22,33,24,9,27.9,14,5.4,10.1,53.5,0,0.2,14.3,3.2,4.3,73.4,3,4.5,7.5,1.2,1.3,1.4,0.9,2.6,27.3,9,0,7.2,2012
18,Sancho Lyttle,ATL,29,34,19,15,31.6,14,5.9,14.2,41.2,0.8,3.2,25.5,1.5,1.9,75.8,1.4,6.2,7.6,2.5,2.6,2.4,0.7,2.9,31.1,6,0,3.1,2012
21,Candice Dupree,PHO,28,13,2,11,26.5,13.2,5.5,11.3,48.3,0,0.1,0,2.3,2.8,81.1,1.2,3.5,4.8,1.3,2.1,0.6,0.5,1.5,21.6,2,0,-9.3,2012
22,Lindsey Harding,ATL,29,34,19,15,30.6,12.3,4.6,10.9,42.5,0.4,1.7,24.1,2.6,3.2,81.8,0.5,2.3,2.8,4.5,2.1,1.4,0.2,1.4,23.1,0,0,3.5,2012
23,Sue Bird,SEA,32,29,16,13,30.9,12.2,4.6,10,45.9,1.8,4.8,38.4,1.2,1.6,77.8,0.2,2.7,2.9,5.3,2.2,0.9,0.1,1.1,24.2,1,0,3.4,2012
24,Temeka Johnson,TUL,30,29,8,21,28.7,12.2,4.4,10.6,41.6,1.2,2.2,53.1,2.2,2.6,84,0.6,2.6,3.2,4.7,2.7,1.2,0,2.4,23.6,0,0,-5.8,2012
25,Asjha Jones,CON,32,20,16,4,27.9,12.2,5.1,11.5,44.5,0.2,0.6,33.3,1.8,2,89.7,2.5,4.6,7.1,2,2.6,1,0.6,3.1,24.4,5,0,6.3,2012
26,Charde Houston,PHO,27,27,5,22,25.7,12,4.7,11.4,40.8,1.4,4.1,34.8,1.3,1.7,72.3,1.1,2.4,3.4,1.6,1.9,1.3,0.4,3,21.8,0,0,-6.7,2012
27,Plenette Pierson,NYL,31,26,12,14,24.6,12,4.7,10.1,46.6,0.2,0.7,27.8,2.4,3.2,75.9,1.8,3.6,5.4,2.3,2.3,0.7,0.9,2,23.2,3,0,-1.1,2012
28,Monique Currie,WAS,30,34,5,29,24.1,12,3.8,9.4,40.4,0.6,2.4,27.5,3.7,4.8,77.4,0.8,2.8,3.6,1.7,1.7,1,0.2,2.5,20.4,0,0,-4.7,2012
29,Danielle Adams,SAN,24,34,21,13,20.2,11.8,4.1,9.4,44.1,1.1,3.3,33.9,2.4,3.2,75.9,1.8,2.9,4.7,1,1.2,0.7,0.7,2.8,21.3,1,0,2.9,2012
