,PLAYER,TEAM,AGE,games played,W,L,avg minutes per game,PTS,FGM (field goals made AKA num baskets made),FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year
30,Renee Montgomery,CON,26,34,25,9,24,11.6,3.4,9.8,34.8,1.4,3.8,36.4,3.4,4.1,84.8,0.2,1.6,1.9,2.6,2.2,1,0.1,1.5,19.7,0,0,0.1,2012
31,Erika de Souza,ATL,31,15,10,5,29.9,11.6,5.3,10.1,52.3,0,0,0,1.1,1.5,69.6,3.2,5,8.2,1.6,2.1,1.3,1.5,3,27.1,3,0,2.5,2012
32,Essence Carson,NYL,26,34,15,19,27.3,11.6,4.6,11.6,40,1.1,3.1,34.3,1.2,1.6,77.8,0.9,2.6,3.4,1.7,1.7,1.1,0.7,1.5,21.4,1,0,-1.1,2012
33,Samantha Prahalis,PHO,23,28,6,22,31.6,11.6,4.2,12,35.2,1,3.8,27.1,2.1,2.4,86.8,0.5,2.7,3.2,4.5,3,1.6,0.1,2.5,23.7,0,0,-9.7,2012
34,Lindsay Whalen,MIN,31,33,27,6,27,11.5,4.5,8.9,50.5,0.4,0.8,50,2.2,3,72.7,0.9,3.2,4.2,5.4,2.1,0.7,0.2,2.1,23.2,0,0,6.8,2012
35,Glory Johnson,TUL,22,34,9,25,28.2,11.5,3.9,8,48.2,0,0,0,3.8,5.6,67.7,2.8,4,6.8,1.1,2.1,2.1,0.6,3,24.9,3,0,-3.5,2012
36,Alana Beard,LAS,31,33,23,10,30.8,11.4,4.2,9.5,43.6,1.1,2.6,40.2,2,2.5,79.5,0.3,1.8,2.2,3.3,2.5,2,0.4,2.8,22.7,1,0,5.7,2012
37,Rebekkah Brunson,MIN,31,31,25,6,27,11.4,4.5,8.8,50.5,0,0,0,2.5,3.6,67.9,3.5,5.5,8.9,1.2,1.3,1.2,0.9,2.3,25.7,9,0,6.2,2012
38,Camille Smith,SEA,28,34,16,18,27.8,11.3,3.8,8.1,47.4,0.3,1,33.3,3.3,4.5,73.9,1.5,3.6,5.1,1.9,2.7,0.7,0.5,2.7,21,0,0,0.8,2012
39,Jia Perkins,SAN,31,33,21,12,23,10.6,3.9,10.2,38,1.5,3.8,38.6,1.4,1.8,75.4,0.5,2.3,2.8,1.9,0.9,1.6,0.4,1.3,20.8,0,0,3.1,2012
40,Swin Cash,CHI,33,34,14,20,30,10.6,3.7,10.1,36.7,0.9,3.4,28.1,2.2,2.9,76.5,1.6,4.2,5.8,2.3,2.8,1,0.5,2.4,22.6,1,0,0.9,2012
41,Riquna Williams,TUL,23,33,9,24,20.3,10.5,3.5,10.2,34.4,1.2,3.5,32.5,2.3,2.8,82.4,0.8,1.7,2.4,2.1,1.4,1.5,0.3,2,19.8,0,0,-2.4,2012
42,Briann January,IND,26,31,20,11,28.3,10.3,3.2,7.9,40.4,1.5,3.5,43,2.5,2.8,87.4,0.4,1.4,1.8,3.9,2.5,1.2,0.1,2.5,20.1,0,0,3.4,2012
43,Lauren Jackson,SEA,32,9,5,4,18.5,10.2,3.8,8.9,42.5,0.7,3.2,20.7,2,2.8,72,0.8,4.8,5.6,0.2,1.3,0.4,0.8,2.2,19.1,0,0,5.7,2012
44,DeLisha Milton-Jones,LAS,38,34,24,10,27.2,10,3.6,8.7,41.7,0.9,2.6,32.6,1.9,2.3,82.3,1.4,3,4.4,1.8,1.9,1,0.7,2.8,20.4,1,0,3.3,2012
45,Danielle Robinson,SAN,24,34,21,13,28.9,9.9,4.3,7.9,54.1,0,0.2,0,1.3,1.6,78.2,0.6,1.9,2.5,4.3,1.6,1.4,0.1,2.2,19.6,0,0,4.5,2012
46,Ann Wauters,SEA,32,25,12,13,23,9.6,3.8,7.3,51.9,0.4,0.8,45,1.7,2.3,73.7,1.3,4.5,5.8,1.4,2.3,0.6,0.7,1.9,19.8,1,0,-2.4,2012
47,Tina Thompson,SEA,38,29,14,15,19,8.9,3.1,7.1,44.2,1.4,3.3,42.7,1.2,1.4,83.3,0.8,2.6,3.4,0.5,1.3,0.5,0.8,2.3,16.7,0,0,-1.4,2012
48,Courtney Vandersloot,CHI,24,34,14,20,26.7,8.9,3.5,8.6,40.5,0.8,2.5,33.3,1.1,1.7,64.9,0.2,1.9,2.1,4.6,3.3,1.3,0.2,2.6,19.4,0,0,-0.5,2012
49,Monica Wright,MIN,24,34,27,7,19.4,8.6,3,6.6,45.8,0.5,1.3,36.4,2.1,2.8,74,0.5,1.9,2.4,1.9,1.9,1,0.2,2,15.9,0,0,3.6,2012
49,Tiffany Hayes,ATL,23,34,19,15,23.1,8.6,2.6,6.8,39,0.6,2.3,27.3,2.7,3.4,78.6,0.7,2.4,3.1,2.1,1.5,0.8,0.4,2.6,16.8,0,0,1.8,2012
51,Jennifer Lacy,TUL,30,26,7,19,22,8.5,3,7.6,38.9,1.7,4.2,40.4,0.9,1.4,64.9,1,1.7,2.6,0.8,1.4,0.6,0.3,2.9,15.6,0,0,-4.3,2012
52,Shay Murphy,CHI,28,29,11,18,18.6,8.5,3,7.1,42,1.6,3.5,44.1,0.9,1.3,73,1,1.9,2.9,0.9,1,1.1,0.2,1.6,16.5,1,0,0.3,2012
53,Armintie Herrington,ATL,28,34,19,15,26.6,8.4,3.2,6.2,50.9,0,0.1,0,2.1,3.5,60.2,1.9,1.8,3.7,2.5,1.7,1.1,0.3,2.2,17.5,0,0,1.7,2012
54,Taj McWilliams-Franklin,MIN,42,33,26,7,26.6,8.4,3.7,7.1,51.9,0.1,0.2,40,0.9,1.2,75,1.7,3.7,5.4,2.5,2,1,1.4,2.3,21.2,2,0,9.5,2012
55,Tamera Young,CHI,26,33,13,20,24.4,8.2,3.5,8.3,42.3,0,0,0,1.2,2,60.6,1.3,2.4,3.7,1.4,1.4,1,0.2,2.7,15.8,0,0,-3.4,2012
56,Jasmine Thomas,WAS,23,34,5,29,22.4,8.2,3.1,8.3,37.9,1,2.8,36.5,0.9,1.3,67.4,0.4,2,2.4,2.8,2.2,0.9,0.2,1.5,16.5,0,0,-6.2,2012
57,Shekinna Stricklen,SEA,22,34,16,18,23.1,8,2.9,7.4,39.5,1.1,3.4,31.6,1.1,1.5,69.2,0.8,3.5,4.3,1.2,1,0.7,0.2,2.1,16.5,1,0,-0.2,2012
58,Mistie Bass,CON,29,32,24,8,18.7,8,3.1,5.8,52.9,0,0,0,1.8,2.5,71.3,1.8,2.6,4.5,1,1.3,0.8,0.4,1.8,15.8,3,0,-0.4,2012
59,Shameka Christon,SAN,31,34,21,13,20.4,7.9,2.4,6.8,35.8,1.6,4.6,34.2,1.5,1.9,78.1,0.5,1.5,2,1.3,0.6,0.5,0.5,1.2,14.8,0,0,3.6,2012
60,Matee Ajavon,WAS,27,33,5,28,21.6,7.9,2.5,8.3,29.9,0.9,3.1,30.1,2,2.5,82.7,0.6,1.2,1.8,2,2,1.6,0.2,2.9,16.3,0,0,-5.4,2012
61,Tanisha Wright,SEA,29,32,15,17,29.8,7.9,2.8,7.4,37.3,0.3,1.6,19.2,2.1,2.4,85.9,0.7,2.3,3,4.4,2.7,1.2,0.1,2.8,18.3,0,0,-0.3,2012
62,Roneeka Hodges,TUL,30,32,14,18,19.3,7.6,2.7,6.8,39.9,1.5,4.3,35.3,0.6,0.9,71.4,0.3,1.6,1.9,1.4,1.2,0.6,0.3,0.6,14.2,0,0,-1.1,2012
63,Shavonte Zellous,IND,26,31,20,11,22.3,7.5,2.5,6.9,36.9,0.6,1.8,34.5,1.8,2.4,77,0.9,1.8,2.7,1.7,1.4,0.7,0.5,2.3,15.1,0,0,2.5,2012
64,Briana Butler,PHO,22,11,3,8,23.5,7,2.2,6.5,33.8,1.3,3.4,37.8,1.4,1.7,78.9,1.3,2.4,3.6,1.1,1.3,0.5,0.5,1.4,14.8,0,0,-8.8,2012
64,Nicole Powell,NYL,31,34,15,19,27.1,7,2.6,6.3,41.6,1.4,3.6,38.8,0.4,0.4,86.7,1.2,3.1,4.3,1.4,1.4,1.3,0.4,1.9,17.6,0,0,-1.9,2012
66,Candice Wiggins,MIN,26,34,27,7,21.8,6.8,2.1,5.8,36,1.7,4.3,39.7,0.9,1.1,86.5,0.3,1.8,2.1,2,1.8,0.7,0.1,2,14.3,0,0,5.1,2012
67,Allison Hightower,CON,25,34,25,9,24.3,6.8,2.6,7.5,35.2,0.5,2.2,23.7,0.9,1,91.4,0.6,1.7,2.3,2.5,1.4,1.3,0.1,2.3,14.9,0,0,5.1,2012
68,Jessica Davenport,IND,28,34,22,12,15.1,6.7,2.5,5.3,46.9,0,0.1,33.3,1.8,2.4,74.1,1,2.4,3.4,0.6,1.5,0.7,0.8,1.8,13.7,1,0,1.7,2012
68,Katie Smith,SEA,39,34,16,18,27,6.7,2.3,5.5,41.2,1.3,3.2,40,0.9,1.1,83.8,0.2,2.5,2.7,2.1,1.5,0.6,0.1,2.4,14.3,0,0,-2,2012
70,Kara Braxton,NYL,30,34,15,19,15.7,6.6,3,6.2,48.1,0,0.1,20,0.5,1.2,45,1.8,2.7,4.5,1.1,2.2,0.5,0.6,1.7,14.4,2,0,-0.9,2012
71,Alexis Hornbuckle,PHO,27,34,7,27,25.5,6.5,2.5,7.6,33.5,0.8,2.4,32.5,0.7,1.1,60.5,1.3,2.9,4.2,2,2.1,1.2,0.5,2.9,16.9,1,0,-7,2012
72,Leilani Mitchell,NYL,28,34,15,19,26.7,6.5,2.3,5.7,40.9,1.6,3.8,41.1,0.3,0.4,75,0.6,1.9,2.5,3,1.6,1,0.1,2.1,15.9,0,0,-2.6,2012
73,Noelle Quinn,WAS,28,30,5,25,22.2,6.5,2.4,6.1,39.6,1,2.6,40.3,0.6,0.9,73.1,0.6,2.3,2.9,1.8,1,0.7,0.2,1.1,14.1,0,0,-6.4,2012
74,Kia Vaughn,NYL,26,31,14,17,22.9,6.4,2.9,6.7,43,0,0,0,0.7,1,65.6,1.5,3.4,5,0.9,1,0.5,0.8,2.5,14.9,1,0,-4.1,2012
75,Krystal Thomas,PHO,24,29,5,24,26.6,6.4,2.6,5.4,48.4,0,0,0,1.1,2.3,50,3.2,4.8,8,0.9,2.3,0.2,0.9,3.2,17.5,2,0,-9.5,2012
76,Erin Phillips,IND,28,29,19,10,21.4,6.1,2.1,5.5,39,1,2.2,43.8,0.9,1,86.2,0.8,1.9,2.8,2.2,1.2,0.8,0.1,1.7,13.7,0,0,5.9,2012
77,Michelle Snow,WAS,33,32,5,27,20.1,5.9,2.5,4.8,52.3,0,0,0,0.9,1.1,77.8,1.8,3.6,5.4,0.6,1.7,0.6,0.8,2.3,14.8,2,0,-5.4,2012
78,Amber Holt,TUL,28,24,8,16,19,5.8,2.4,5.6,42.5,0.7,2,34.7,0.4,0.7,56.3,0.4,1.5,1.9,1.2,0.7,0.5,0,1,10.5,0,0,-2.1,2012
79,Lynetta Kizer,PHO,23,22,1,21,13.6,5.7,2.1,5.3,40.5,0.1,0.3,50,1.3,1.4,93.5,1.5,1.5,3,0.3,0.9,0.5,0.1,1.8,10.3,0,0,-6.1,2012
80,Shenise Johnson,SAN,22,34,21,13,17.1,5.6,2,5.5,36.4,0.6,1.5,41.2,1,1.2,85.4,1.6,2.2,3.9,1.4,1.1,0.8,0.2,1.5,13.4,0,0,0.1,2012
81,Jantel Lavender,LAS,24,34,24,10,14.4,5.6,2.4,4.7,50.6,0,0,0,0.8,0.9,84.4,1.5,2.5,3.9,0.5,1.1,0.3,0.5,1.6,11.6,1,0,0.6,2012
82,Devereaux Peters,MIN,23,30,24,6,14.1,5.3,2,3.6,56,0,0,0,1.2,1.7,70.6,1.5,2.3,3.8,1.1,1.3,0.5,0.8,2.5,12.6,1,0,3.3,2012
83,Tan White,CON,30,31,22,9,16,5,1.8,4.6,39.9,0.9,2.2,40.3,0.5,0.6,83.3,0.3,1.3,1.6,1.1,1.2,1,0.2,1.6,11,0,0,0.3,2012
84,Sonja Petrovic,CHI,24,30,11,19,15.1,4.8,1.8,5,35.8,0.6,2,27.9,0.7,0.9,76.9,0.4,1.8,2.3,1,1.3,0.5,0.5,1.4,10.7,0,0,0.4,2012
85,Danielle McCray,CON,25,28,19,9,13.9,4.8,1.4,4.4,31.5,0.7,2.1,33.3,1.3,1.5,90.2,0.5,1.5,2,1.2,1,0.6,0,1.5,9.9,0,0,0.3,2012
86,Ewelina Kobryn,SEA,31,33,15,18,13.3,4.8,1.7,4.1,41.2,0.3,0.8,37,1.1,1.5,72,0.5,1.9,2.4,0.5,1.2,0.5,0.4,1.4,9.7,0,0,-0.3,2012
87,Aneika Morello,ATL,27,34,19,15,18,4.8,1.9,4.1,46.8,0,0,0,0.9,1.2,76.2,1.6,2.6,4.1,0.4,0.8,0.5,0.9,2.1,12,0,0,0.6,2012
88,Jenna O'Hea,LAS,26,8,5,3,18,4.8,1.6,3.1,52,0.9,1.8,50,0.6,0.9,71.4,1,1.5,2.5,2,0.8,0.4,0.1,1.8,11.1,0,0,2.8,2012
89,Cathrine Kraayeveld,ATL,31,33,19,14,15.4,4.6,1.7,4,42.1,1.1,2.6,40.2,0.2,0.5,33.3,0.5,2.3,2.8,0.8,0.8,0.4,0.5,1,11.1,0,0,2.3,2012
90,Svetlana Abrosimova,SEA,32,19,8,11,17.3,4.6,1.8,5.2,34.7,0.4,1.9,22.2,0.6,1.3,45.8,0.6,2.4,2.9,1.6,2.1,1.1,0.2,1.4,12,0,0,-0.8,2012
91,Alexis Gray-Lawson,PHO,26,19,4,15,16.7,4.5,1.6,5.4,29.4,0.3,2,15.8,1,1.4,73.1,0.7,1.3,2,1.2,0.9,0.4,0.2,2.1,9.1,0,0,-4.7,2012
92,Jeanette Pohlen-Mavunga,IND,24,34,22,12,16.9,4.4,1.6,3.8,43,0.9,2.2,42.1,0.2,0.3,70,0.4,1.3,1.7,1.1,0.9,0.6,0.3,1.1,9.9,0,0,2.1,2012
93,Scholanda Dorrell,TUL,30,26,7,19,14.8,4.2,1.4,4.3,32.7,0.6,1.9,32,0.8,1.2,66.7,0.5,0.7,1.2,0.5,1,1,0.1,1.8,8.7,0,0,-3.6,2012
94,Kayla Pedersen,TUL,24,27,6,21,23.2,4.2,1.6,5.5,29.7,0.1,0.4,25,0.9,1.4,59,1.3,3,4.4,1.6,1.3,1,0.5,2.7,13.1,0,0,-5.3,2012
95,Kalana Greene,CON,25,34,25,9,17.8,4.2,1.6,3.6,43.8,0.1,0.6,22.7,0.9,1.4,69.6,0.5,1.3,1.9,1.7,0.8,1.1,0.2,1.3,10.6,0,0,3.4,2012
96,Erlana Larkins,IND,27,34,22,12,15.5,4.1,1.6,3.2,50.9,0,0,0,0.9,1.1,86.1,2.1,2.3,4.4,1.1,1,1,0.1,1.8,11.9,0,0,2.7,2012
97,Nakia Sanford,PHO,37,30,5,25,16.7,4.1,1.6,3.8,42.5,0.1,0.5,25,0.8,1.3,60,1.5,1.8,3.3,0.6,1.3,0.5,0.3,2.9,9.8,0,0,-2.9,2012
98,Lindsay Wisdom-Hylton,WAS,27,34,5,29,14.7,4,1.8,3.7,48,0,0,0,0.4,0.6,73.7,1.2,1.6,2.9,0.9,1.2,0.7,0.8,1.5,10.8,0,0,-3.4,2012
98,Sydney Carter,CHI,22,1,0,1,8.8,4,2,6,33.3,0,2,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,-15,2012
100,Carolyn Swords,CHI,23,30,12,18,11.1,4,1.7,3,57.1,0,0,0,0.5,0.7,68.2,1.5,1.7,3.2,0.3,0.6,0.4,0.5,1.9,9.1,0,0,0.4,2012
101,Tammy Sutton-Brown,IND,35,33,21,12,16.4,3.9,1.5,3.5,42.2,0,0,0,1,1.2,80,0.8,2,2.8,0.7,0.7,0.7,0.8,1.2,10.6,0,0,1,2012
102,Natasha Lacy,WAS,27,20,4,16,12.9,3.9,1.5,4.1,35.8,0.3,1.1,23.8,0.7,0.9,77.8,0.5,1.6,2.1,1.3,1.2,0.7,0.3,1.4,9.3,0,0,-1.9,2012
103,Dymond Simon,PHO,23,8,0,8,12.2,3.8,1.6,5.6,28.9,0.3,2,12.5,0.3,0.3,100,0.1,1.4,1.5,1.9,1.8,0.5,0,1.3,8.4,0,0,-7.1,2012
104,Jayne Appel Marinelli,SAN,25,33,21,12,18.9,3.5,1.4,2.6,55.3,0,0,0,0.7,0.9,75.9,1.9,4.6,6.5,1.2,1.2,0.5,0.9,2,14,0,0,3.7,2012
105,Amber Harris,MIN,25,27,22,5,8.9,3.5,1.3,3.3,40.4,0.3,0.7,38.9,0.6,0.8,68.2,0.4,1.5,1.9,0.6,0.6,0.3,0.5,1,7.8,0,0,-0.5,2012
106,Le'coe Willingham,CHI,32,33,14,19,18.5,3.5,1.2,3.9,31.3,0.6,2.2,27.4,0.4,0.7,60.9,1,1.9,2.9,0.9,1.7,0.5,0.1,1.8,9.1,0,0,0.2,2012
107,Alysha Clark,SEA,25,23,12,11,10.3,3.4,1.3,2.3,54.7,0.4,0.9,45,0.5,0.7,70.6,0.6,1.5,2,0.3,0.8,0.2,0,1.2,6.7,0,0,-1.2,2012
108,Courtney Paris,TUL,25,27,10,17,9.4,3.2,1.4,2.7,54.2,0,0,0,0.3,1,33.3,1.3,1.8,3.1,0.4,0.6,0.3,0.4,1.1,8.3,1,0,-2.8,2012
109,Karima Christmas-Kelly,IND,23,30,14,16,11.2,3.2,1,3.1,32.3,0.4,1.3,31.6,0.8,1.2,64.9,0.9,1.2,2.1,0.5,0.5,0.9,0.3,1.1,8.6,0,0,-0.1,2012
110,Natalie Novosel,WAS,23,31,4,27,9.9,3.2,1.1,3.3,33.7,0.3,1.3,22,0.7,0.9,75.9,0.6,0.7,1.3,0.7,0.6,0.5,0.1,0.5,6.6,0,0,-2.3,2012
111,Chante Black,TUL,27,29,6,23,12.6,3.2,1.2,2.4,50,0,0,0,0.8,1.1,68.8,0.9,1.8,2.7,0.3,0.8,0.5,0.6,1.1,8.4,0,0,-1.8,2012
112,Ashley Robinson,WAS,30,33,5,28,16.2,3.1,1.5,3.5,41,0,0,0,0.2,0.6,35,1.2,2.2,3.3,0.9,1.2,0.6,0.7,2.2,9.9,1,0,-5,2012
113,Marissa Coleman,LAS,26,34,24,10,16.1,3.1,1.1,3.4,31.9,0.4,1.6,25.5,0.5,0.6,90,0.7,1.9,2.6,1.1,0.7,0.6,0.2,1.3,8.9,0,0,2.4,2012
114,Iziane Castro Marques,WAS,31,11,0,11,12,3.1,1.3,4.8,26.4,0.1,0.5,16.7,0.5,0.6,71.4,0.4,0.7,1.1,0.7,0.7,0.3,0,0.7,5.5,0,0,-3.3,2012
115,Sasha Goodlett,IND,22,26,19,7,7.6,3.1,1.3,2.8,44.6,0,0,0,0.5,0.8,70,0.7,0.9,1.6,0.2,0.3,0.3,0.3,0.7,6,0,0,2.5,2012
116,Avery Warley-Talbert,PHO,26,28,7,21,17.8,3.1,1.2,2.5,47.1,0,0,0,0.7,1.2,58.8,2.4,3.3,5.7,0.2,1.1,0.4,0.5,2.9,10.8,0,0,-5,2012
117,April Sykes,LAS,22,30,21,9,8.6,3.1,1.1,2.9,37.9,0.6,1.6,37.5,0.3,0.5,53.3,0.3,0.9,1.1,0.6,0.5,0.3,0.1,0.9,6.3,0,0,1.7,2012
118,Kelsey Griffin,CON,25,31,22,9,12.1,3.1,1.1,3.2,34.3,0.1,0.5,20,0.8,1.1,70.6,0.9,2,2.9,0.5,0.9,0.6,0.3,1.2,8.4,1,0,-0.4,2012
119,Yelena Leuchanka,ATL,30,19,9,10,13.7,3.1,1.3,3.3,38.1,0,0.1,0,0.5,0.7,71.4,0.8,1.9,2.7,0.6,1.5,0.5,0.5,1.8,8.3,0,0,0.7,2012
120,DeMya Walker,NYL,35,33,15,18,15.9,3,1.2,3.2,39.4,0,0,0,0.5,0.8,59.3,1.2,1.6,2.8,1,1.9,0.5,0.5,2.2,8.7,0,0,-1.8,2012
121,Dominique Canty,WAS,36,6,1,5,11.9,2.8,1,3.8,26.1,0,0.5,0,0.8,1.7,50,0.5,0.8,1.3,1,1.3,0.3,0,1.7,5.8,0,0,-6.7,2012
122,Shannon Bobbitt,WAS,27,28,4,24,14.9,2.8,1,3.1,33,0.3,1.4,22.5,0.4,0.6,61.1,0.4,0.8,1.2,2.6,1.3,0.5,0.1,1.4,8,0,0,-3.1,2012
123,Ruth Riley,CHI,33,33,13,20,14.4,2.7,1.1,2.9,37.9,0.2,0.5,27.8,0.3,0.4,78.6,0.5,1.9,2.4,1,0.8,0.7,0.6,2.2,8.8,0,0,-2.3,2012
124,Coco Miller,LAS,34,10,5,5,14.1,2.6,1.1,3.7,29.7,0.2,0.6,33.3,0.2,0.2,100,0.9,1.8,2.7,1.1,1.3,0.2,0,0.4,7,0,0,1.8,2012
124,Victoria Dunlap,SEA,23,5,1,4,5.6,2.6,0.6,2,30,0,0.2,0,1.4,2,70,1.4,0.8,2.2,0.2,0.6,0,0,0.8,5,0,0,-1.2,2012
126,Tangela Smith,SAN,36,15,7,8,10,2.5,1,2.4,41.7,0.3,0.9,28.6,0.2,0.2,100,0.2,0.9,1.1,0.9,0.5,0.1,0.2,0.8,5.4,0,0,-2.1,2012
127,Alex Montgomery,NYL,24,26,12,14,8.1,2.5,0.9,2.5,37.5,0.3,0.9,34.8,0.3,0.4,72.7,0.7,1.2,1.8,0.4,0.5,0.6,0.1,0.9,6.3,0,0,-2.2,2012
128,Ebony Hoffman,LAS,30,20,15,5,10.4,2.5,0.9,2.6,34.6,0.3,1,26.3,0.4,0.5,80,0.7,1.5,2.1,0.5,0.7,0.7,0.1,1.5,6.7,0,0,0.5,2012
129,Jessica Adair,MIN,26,19,16,3,8.8,2.4,0.7,1.9,35.1,0,0,0,1.1,1.8,57.1,0.6,1.5,2.1,0.3,0.7,0.2,0.2,1.5,5.6,0,0,-1,2012
130,Andrea Riley,PHO,24,11,5,6,9,2.3,0.5,3,15.2,0.1,1.5,5.9,1.3,1.5,82.4,0,0.8,0.8,1.4,1.2,0.3,0.1,0.7,5.3,0,0,-2.8,2012
131,Ketia Swanier,ATL,26,34,19,15,11.4,2.2,0.8,2.4,31.7,0.1,0.9,16.7,0.6,0.8,73.1,0.1,1.2,1.4,1.9,1.2,0.4,0,0.7,6.6,0,0,-0.8,2012
132,Erin Thorn,MIN,32,26,20,6,7.5,2,0.7,1.8,36.2,0.5,1.3,35.3,0.2,0.2,100,0.2,0.7,0.9,0.9,0.5,0.2,0,0.1,4.6,0,0,0.5,2012
133,Ziomara Morrison,SAN,24,30,19,11,5.5,2,0.7,1.7,42.3,0.2,0.3,60,0.3,0.4,81.8,0.4,0.8,1.2,0.1,0.4,0.1,0.1,0.9,3.8,0,0,-0.9,2012
134,Jene Morris,TUL,25,9,1,8,9.1,1.9,0.7,1.8,37.5,0.4,1,44.4,0.1,0.2,50,0.6,0.4,1,0.2,0.4,0.7,0,1.2,4.9,0,0,-1.2,2012
135,Laurie Koehn,ATL,31,23,10,13,4.9,1.8,0.6,1.8,34.1,0.6,1.7,33.3,0,0,0,0.1,0.3,0.4,0.1,0.3,0.1,0,0.2,3.1,0,0,-2.7,2012
136,Ticha Penicheiro,CHI,38,19,4,15,12.7,1.7,0.6,1.8,35.3,0.2,0.8,20,0.3,0.6,54.5,0.1,1.2,1.3,2.1,2,0.4,0.2,0.7,6.4,0,0,-0.9,2012
137,Jessica Moore,CON,30,16,8,8,6.7,1.7,0.6,1.3,45,0,0,0,0.6,0.8,75,0.5,0.6,1.1,0.1,0.6,0,0,1.1,2.9,0,0,-2.3,2012
138,Kelley Cain,NYL,24,20,7,13,6.8,1.2,0.4,0.9,44.4,0,0,0,0.4,0.6,63.6,0.6,1,1.5,0.1,0.5,0.1,0.2,0.7,3.4,0,0,-1.3,2012
139,Chay Shegog,CON,23,3,2,1,2.9,1,0.3,1,33.3,0,0,0,0.3,0.7,50,0.3,0.3,0.7,0,0.3,0.3,0,1,2.3,0,0,-0.3,2012
139,Katelan Redmon,NYL,24,7,3,4,6,1,0.4,2,21.4,0,0.1,0,0.1,0.3,50,0.7,0.4,1.1,0.3,0.4,0.4,0,1.1,3.3,0,0,-3.1,2012
139,Kelly Miller,NYL,34,11,2,9,7.5,1,0.4,2.2,16.7,0.1,1,9.1,0.2,0.2,100,0.1,0.6,0.7,0.5,0.8,0.3,0,0.9,2.9,0,0,-5,2012
139,Nicky Anosike,LAS,27,10,7,3,5.7,1,0.2,0.8,25,0,0,0,0.6,0.6,100,0,1.2,1.2,0.5,0.6,0.3,0.2,0.9,3.7,0,0,-0.7,2012
143,Dawn Evans,LAS,24,3,3,0,4.9,0.7,0.3,1.7,20,0,1.3,0,0,0,0,0,0,0,1,0.7,0.3,0,0.3,2.3,0,0,-3.3,2012
144,Tully Bevilaqua,SAN,40,28,19,9,5.6,0.2,0.1,0.4,16.7,0,0.3,12.5,0,0.1,50,0,0.2,0.3,0.4,0.3,0.3,0,0.3,1.5,0,0,-0.6,2012
145,Julie Wojta,MIN,24,1,1,0,4.2,0,0,2,0,0,1,0,0,0,0,1,1,2,0,1,0,0,2,2,0,0,-8,2012
145,Zane Tamane,PHO,29,2,1,1,7.3,0,0,1,0,0,0,0,0,0,0,0.5,1,1.5,0,1,0,0,0.5,1.5,0,0,-8,2012
1,Diana Taurasi,PHO,30,32,18,14,30.1,21.6,6.5,14.5,44.9,2.5,6.4,39.5,6.1,6.8,90.3,0.4,2.8,3.2,3.6,3,0.8,0.6,3.5,33.6,0,0,4.4,2011
2,Angel McCoughtry,ATL,25,33,20,13,27.9,21.6,7.1,16.8,42.4,0.6,2.2,26.4,6.8,8.7,77.7,1.6,3.6,5.2,2.5,3.2,2.2,1,3,36.2,2,0,3.2,2011
3,Sylvia Fowles,CHI,26,34,14,20,34.6,20,7.7,13.1,59.1,0,0,0,4.5,5.9,76.6,2.9,7.3,10.2,0.6,2.8,1.2,2,2.5,37.3,22,0,-1,2011
4,Candace Parker,LAS,26,17,8,9,32.6,18.5,6.8,13.4,51.1,1.1,2.5,41.9,3.8,5.1,73.6,1.2,7.4,8.6,2.8,1.9,1.2,1.6,2,36.5,6,0,-0.5,2011
5,Crystal Langhorne,WAS,25,31,6,25,34.3,18.2,7.3,13.7,53.4,0,0.3,12.5,3.5,4.9,71.1,3.1,4.5,7.6,1.6,3.3,1.3,0.5,2.3,30.9,7,0,-5.8,2011
6,Tina Charles,CON,23,34,21,13,33.4,17.6,7.5,16,46.8,0,0.1,0,2.7,3.9,68.7,3.7,7.3,11,1.9,2.2,0.8,1.8,2.6,35.6,23,0,2.8,2011
7,Cappie Pondexter,NYL,29,34,19,15,33.9,17.4,6.2,15.5,40.2,1.7,4.9,34.5,3.2,3.9,81.3,0.6,3.4,4.1,4.7,2.7,1.3,0.3,2,31,2,0,2.1,2011
8,Penny Taylor,PHO,31,29,17,12,29.8,16.7,5.7,11.1,51.1,1.6,3.9,40.2,3.8,4.4,87.4,1,3.9,4.9,4.7,2.2,1.7,0.4,2.3,31.9,2,0,5.2,2011
9,Seimone Augustus,MIN,28,34,27,7,29.3,16.2,6.8,13.5,50.4,0.7,1.8,41.7,1.9,2.2,86.5,0.6,3,3.5,2.2,1.3,0.9,0.4,1.2,25.3,0,0,5.8,2011
10,Becky Hammon,SAN,35,33,17,16,31.8,15.9,5.3,12.1,44,2.3,5.8,38.9,3,3.4,89.2,0.2,2.8,2.9,5.8,3.6,1.5,0.2,1.5,30.3,2,0,3.9,2011
11,Tamika Catchings,IND,32,33,21,12,31.5,15.5,5.1,11.6,43.8,1,2.8,34.8,4.3,4.9,88.3,1.9,5.2,7.1,3.5,2.2,2,0.9,2.1,32.9,4,0,5.5,2011
